Order ID,Order Date,Requested Delivery Date,Actual Delivery Date,Days of Delay,Quantity Ordered,Quantity Delivered,Carrier Name,Carrier ID,Loading Location,Unloading Location,Cost on the Route,SKU Number,Customer ID,Customer Name,Category of Product,Availability of Product,Price of Product
165,2025-08-12,2025-08-17,2025-08-17,0,633,633,Carrier E,CAR002,Warehouse C,Warehouse C,299,SKU301,CU001,Company E,Snack,In Stock,2.53
166,2025-08-13,2025-08-18,2025-08-19,1,149,114,Carrier D,CAR005,Warehouse E,Warehouse F,197,SKU280,CU008,Company D,Dairy,In Stock,2.8
167,2025-08-14,2025-08-19,2025-08-19,0,670,670,Carrier B,CAR003,Warehouse D,Warehouse G,138,SKU379,CU005,Company F,Coffee,In Stock,3.9
168,2025-08-15,2025-08-19,2025-08-21,2,459,409,Carrier B,CAR003,Warehouse D,Warehouse F,268,SKU652,CU004,Company C,Dairy,In Stock,2.29
169,2025-08-16,2025-08-23,2025-08-23,0,403,403,Carrier E,CAR005,Warehouse E,Warehouse F,124,SKU482,CU007,Company B,Snack,In Stock,1.64
170,2025-08-17,2025-08-20,2025-08-22,2,402,398,Carrier A,CAR002,Warehouse E,Warehouse B,295,SKU228,CU002,Company A,Dairy,In Stock,2.09
171,2025-08-18,2025-08-24,2025-08-24,0,398,398,Carrier D,CAR004,Warehouse F,Warehouse E,292,SKU724,CU009,Company B,Coffee,In Stock,2.79
172,2025-08-19,2025-08-23,2025-08-25,2,697,686,Carrier D,CAR004,Warehouse A,Warehouse C,224,SKU392,CU009,Company F,Fruit Juice,In Stock,4.31
173,2025-08-20,2025-08-27,2025-08-28,0,195,195,Carrier A,CAR004,Warehouse D,Warehouse F,143,SKU145,CU006,Company B,Coffee,Out of Stock,3.76
174,2025-08-21,2025-08-27,2025-08-27,0,297,249,Carrier C,CAR001,Warehouse A,Warehouse G,119,SKU439,CU007,Company A,Coffee,In Stock,2.9
175,2025-08-22,2025-08-26,2025-08-27,0,100,100,Carrier E,CAR004,Warehouse C,Warehouse E,113,SKU435,CU007,Company B,Tea,In Stock,2.79
176,2025-08-23,2025-08-28,2025-08-30,2,454,406,Carrier E,CAR003,Warehouse B,Warehouse B,222,SKU414,CU006,Company E,Fruit Juice,In Stock,3.25
177,2025-08-24,2025-08-28,2025-08-30,0,472,472,Carrier C,CAR001,Warehouse F,Warehouse G,162,SKU604,CU004,Company F,Fruit Juice,In Stock,2.09
178,2025-08-25,2025-08-28,2025-08-29,1,410,378,Carrier B,CAR004,Warehouse C,Warehouse C,206,SKU712,CU010,Company D,Dairy,In Stock,4.09
179,2025-08-26,2025-09-02,2025-09-04,0,516,516,Carrier A,CAR002,Warehouse B,Warehouse B,132,SKU726,CU007,Company C,Tea,In Stock,1.67
180,2025-08-27,2025-09-03,2025-09-05,2,674,674,Carrier A,CAR003,Warehouse C,Warehouse B,269,SKU878,CU004,Company B,Beverage,In Stock,3.61
181,2025-08-28,2025-09-04,2025-09-04,0,139,139,Carrier B,CAR001,Warehouse A,Warehouse C,219,SKU436,CU006,Company C,Beverage,In Stock,3.33
182,2025-08-29,2025-09-05,2025-09-06,1,627,594,Carrier C,CAR005,Warehouse C,Warehouse D,292,SKU672,CU007,Company A,Dairy,In Stock,3.87
183,2025-08-30,2025-09-04,2025-09-05,0,555,555,Carrier D,CAR001,Warehouse A,Warehouse D,199,SKU643,CU010,Company B,Fruit Juice,In Stock,1.54
184,2025-08-31,2025-09-07,2025-09-09,2,628,600,Carrier E,CAR003,Warehouse C,Warehouse E,153,SKU410,CU005,Company A,Coffee,In Stock,1.61
185,2025-09-01,2025-09-04,2025-09-06,0,608,608,Carrier B,CAR001,Warehouse A,Warehouse E,189,SKU575,CU005,Company B,Coffee,In Stock,3.06
186,2025-09-02,2025-09-07,2025-09-07,0,536,510,Carrier C,CAR004,Warehouse B,Warehouse G,203,SKU944,CU005,Company D,Coffee,In Stock,4.44
187,2025-09-03,2025-09-08,2025-09-08,0,503,503,Carrier C,CAR005,Warehouse E,Warehouse E,117,SKU573,CU004,Company D,Dairy,In Stock,1.82
188,2025-09-04,2025-09-11,2025-09-12,1,474,473,Carrier C,CAR004,Warehouse A,Warehouse G,161,SKU998,CU008,Company E,Tea,In Stock,1.8
189,2025-09-05,2025-09-09,2025-09-09,0,661,661,Carrier B,CAR001,Warehouse F,Warehouse D,125,SKU647,CU006,Company E,Snack,Out of Stock,3.07
190,2025-09-06,2025-09-11,2025-09-12,1,577,547,Carrier E,CAR001,Warehouse E,Warehouse E,233,SKU186,CU003,Company D,Beverage,In Stock,3.59
191,2025-09-07,2025-09-11,2025-09-11,0,451,451,Carrier C,CAR002,Warehouse E,Warehouse F,208,SKU227,CU009,Company D,Tea,In Stock,2.79
192,2025-09-08,2025-09-11,2025-09-12,1,673,639,Carrier C,CAR005,Warehouse E,Warehouse F,194,SKU506,CU001,Company D,Snack,In Stock,4.08
193,2025-09-09,2025-09-12,2025-09-14,0,642,642,Carrier A,CAR003,Warehouse B,Warehouse F,151,SKU215,CU007,Company A,Tea,In Stock,1.85
194,2025-09-10,2025-09-15,2025-09-16,1,295,289,Carrier E,CAR002,Warehouse C,Warehouse B,261,SKU240,CU010,Company D,Coffee,Out of Stock,3.92
195,2025-09-11,2025-09-18,2025-09-18,0,379,379,Carrier C,CAR002,Warehouse D,Warehouse D,294,SKU930,CU004,Company E,Dairy,In Stock,3.77
196,2025-09-12,2025-09-19,2025-09-19,0,663,625,Carrier A,CAR001,Warehouse B,Warehouse F,216,SKU473,CU009,Company C,Dairy,In Stock,1.86
197,2025-09-13,2025-09-18,2025-09-20,0,372,372,Carrier D,CAR002,Warehouse F,Warehouse E,110,SKU319,CU009,Company D,Snack,In Stock,2.76
198,2025-09-14,2025-09-21,2025-09-23,2,143,95,Carrier B,CAR002,Warehouse B,Warehouse D,146,SKU945,CU008,Company B,Tea,In Stock,2.26
199,2025-09-15,2025-09-19,2025-09-19,0,452,452,Carrier A,CAR003,Warehouse A,Warehouse D,198,SKU316,CU001,Company F,Fruit Juice,In Stock,1.75
200,2025-09-16,2025-09-21,2025-09-21,0,357,323,Carrier D,CAR003,Warehouse D,Warehouse D,116,SKU436,CU009,Company A,Tea,In Stock,2.67
201,2025-09-17,2025-09-22,2025-09-23,0,324,324,Carrier B,CAR003,Warehouse B,Warehouse D,146,SKU408,CU008,Company A,Dairy,In Stock,3.11
202,2025-09-18,2025-09-21,2025-09-23,2,599,562,Carrier C,CAR003,Warehouse A,Warehouse B,120,SKU770,CU009,Company D,Fruit Juice,In Stock,1.78
203,2025-09-19,2025-09-25,2025-09-27,0,346,346,Carrier B,CAR001,Warehouse F,Warehouse C,111,SKU791,CU003,Company F,Fruit Juice,In Stock,4.18
204,2025-09-20,2025-09-27,2025-09-28,1,689,674,Carrier E,CAR002,Warehouse A,Warehouse B,125,SKU241,CU002,Company E,Tea,In Stock,4.01
205,2025-09-21,2025-09-27,2025-09-28,0,492,492,Carrier E,CAR004,Warehouse C,Warehouse F,154,SKU368,CU005,Company F,Tea,Out of Stock,3.62
206,2025-09-22,2025-09-26,2025-09-26,0,424,412,Carrier B,CAR004,Warehouse E,Warehouse G,158,SKU627,CU009,Company C,Fruit Juice,In Stock,3.35
207,2025-09-23,2025-09-28,2025-09-30,0,443,443,Carrier B,CAR003,Warehouse D,Warehouse G,163,SKU826,CU003,Company B,Beverage,Out of Stock,2.97
208,2025-09-24,2025-09-29,2025-10-01,2,340,335,Carrier E,CAR002,Warehouse F,Warehouse D,288,SKU859,CU004,Company C,Fruit Juice,In Stock,4.17
209,2025-09-25,2025-10-02,2025-10-03,0,680,680,Carrier C,CAR004,Warehouse E,Warehouse C,166,SKU521,CU001,Company B,Tea,In Stock,1.76
210,2025-09-26,2025-09-29,2025-09-29,0,406,388,Carrier C,CAR001,Warehouse F,Warehouse F,111,SKU496,CU004,Company A,Beverage,In Stock,3.57
211,2025-09-27,2025-10-03,2025-10-04,0,473,473,Carrier B,CAR002,Warehouse D,Warehouse B,233,SKU560,CU010,Company D,Snack,In Stock,1.53
212,2025-09-28,2025-10-04,2025-10-04,0,265,224,Carrier C,CAR002,Warehouse D,Warehouse E,205,SKU687,CU005,Company F,Fruit Juice,In Stock,3.11
213,2025-09-29,2025-10-03,2025-10-05,0,467,467,Carrier D,CAR002,Warehouse A,Warehouse F,232,SKU397,CU003,Company F,Coffee,In Stock,3.24
214,2025-09-30,2025-10-07,2025-10-09,2,401,365,Carrier C,CAR005,Warehouse E,Warehouse B,111,SKU448,CU005,Company D,Snack,In Stock,1.67
215,2025-10-01,2025-10-06,2025-10-07,0,261,261,Carrier C,CAR005,Warehouse D,Warehouse G,147,SKU217,CU006,Company E,Snack,In Stock,3.46
216,2025-10-02,2025-10-06,2025-10-08,2,375,370,Carrier D,CAR005,Warehouse A,Warehouse F,213,SKU204,CU007,Company D,Fruit Juice,In Stock,4.32
217,2025-10-03,2025-10-06,2025-10-08,0,198,198,Carrier A,CAR001,Warehouse B,Warehouse B,118,SKU716,CU006,Company E,Dairy,In Stock,4.21
218,2025-10-04,2025-10-07,2025-10-08,1,661,640,Carrier D,CAR003,Warehouse D,Warehouse E,184,SKU716,CU004,Company B,Tea,In Stock,2.75
219,2025-10-05,2025-10-08,2025-10-08,0,628,628,Carrier C,CAR004,Warehouse B,Warehouse F,102,SKU979,CU003,Company F,Dairy,In Stock,4.13
220,2025-10-06,2025-10-11,2025-10-12,1,465,423,Carrier A,CAR002,Warehouse A,Warehouse E,262,SKU207,CU009,Company B,Fruit Juice,In Stock,2.78
221,2025-10-07,2025-10-11,2025-10-12,0,220,220,Carrier D,CAR004,Warehouse C,Warehouse D,243,SKU273,CU002,Company C,Beverage,Out of Stock,3.83
222,2025-10-08,2025-10-15,2025-10-15,0,340,304,Carrier B,CAR001,Warehouse C,Warehouse G,240,SKU394,CU004,Company A,Coffee,In Stock,3.65
223,2025-10-09,2025-10-13,2025-10-15,0,630,630,Carrier C,CAR003,Warehouse C,Warehouse E,254,SKU850,CU002,Company C,Fruit Juice,In Stock,1.86
224,2025-10-10,2025-10-17,2025-10-19,2,346,302,Carrier D,CAR001,Warehouse F,Warehouse C,196,SKU790,CU001,Company D,Fruit Juice,In Stock,4.21
225,2025-10-11,2025-10-18,2025-10-19,0,128,128,Carrier E,CAR005,Warehouse F,Warehouse D,284,SKU689,CU006,Company D,Coffee,In Stock,2.06
226,2025-10-12,2025-10-18,2025-10-19,1,563,528,Carrier B,CAR005,Warehouse E,Warehouse D,175,SKU388,CU002,Company D,Beverage,In Stock,3.65
227,2025-10-13,2025-10-20,2025-10-22,0,403,403,Carrier D,CAR003,Warehouse D,Warehouse B,163,SKU894,CU006,Company E,Coffee,In Stock,1.65
228,2025-10-14,2025-10-21,2025-10-22,1,478,467,Carrier E,CAR003,Warehouse E,Warehouse C,267,SKU667,CU004,Company E,Snack,In Stock,3.56
229,2025-10-15,2025-10-21,2025-10-22,0,405,405,Carrier C,CAR005,Warehouse E,Warehouse F,122,SKU630,CU003,Company E,Dairy,In Stock,3.88
230,2025-10-16,2025-10-19,2025-10-19,0,616,593,Carrier E,CAR005,Warehouse E,Warehouse B,124,SKU266,CU009,Company C,Snack,In Stock,2.78
231,2025-10-17,2025-10-22,2025-10-23,0,383,383,Carrier D,CAR004,Warehouse A,Warehouse B,180,SKU315,CU006,Company C,Tea,In Stock,2.55
232,2025-10-18,2025-10-24,2025-10-24,0,555,547,Carrier E,CAR001,Warehouse F,Warehouse C,260,SKU287,CU008,Company E,Beverage,In Stock,3.67
233,2025-10-19,2025-10-22,2025-10-24,0,596,596,Carrier D,CAR002,Warehouse A,Warehouse G,100,SKU779,CU003,Company D,Coffee,Out of Stock,3.17
234,2025-10-20,2025-10-25,2025-10-26,1,111,103,Carrier C,CAR004,Warehouse C,Warehouse G,262,SKU434,CU005,Company E,Fruit Juice,In Stock,3.25
235,2025-10-21,2025-10-27,2025-10-27,0,480,480,Carrier E,CAR003,Warehouse F,Warehouse F,231,SKU385,CU005,Company C,Tea,In Stock,4.0
236,2025-10-22,2025-10-25,2025-10-27,2,676,658,Carrier D,CAR001,Warehouse A,Warehouse F,186,SKU397,CU010,Company E,Fruit Juice,In Stock,2.02
237,2025-10-23,2025-10-28,2025-10-29,0,497,497,Carrier D,CAR005,Warehouse C,Warehouse G,186,SKU211,CU010,Company B,Tea,In Stock,2.96
238,2025-10-24,2025-10-31,2025-11-01,1,310,308,Carrier A,CAR002,Warehouse D,Warehouse D,121,SKU893,CU001,Company D,Tea,In Stock,2.25
239,2025-10-25,2025-11-01,2025-11-02,0,121,121,Carrier E,CAR004,Warehouse D,Warehouse F,220,SKU747,CU008,Company D,Fruit Juice,In Stock,3.39
240,2025-10-26,2025-11-02,2025-11-03,1,299,290,Carrier C,CAR002,Warehouse D,Warehouse B,283,SKU885,CU007,Company C,Beverage,In Stock,2.17
241,2025-10-27,2025-11-03,2025-11-03,0,449,449,Carrier B,CAR004,Warehouse C,Warehouse B,108,SKU623,CU004,Company E,Beverage,In Stock,1.95
242,2025-10-28,2025-11-04,2025-11-05,1,545,530,Carrier B,CAR005,Warehouse A,Warehouse D,292,SKU807,CU004,Company E,Tea,In Stock,3.32
243,2025-10-29,2025-11-03,2025-11-03,0,635,635,Carrier D,CAR005,Warehouse C,Warehouse D,102,SKU167,CU005,Company E,Fruit Juice,In Stock,3.28
244,2025-10-30,2025-11-06,2025-11-07,1,446,403,Carrier A,CAR004,Warehouse F,Warehouse C,206,SKU269,CU003,Company A,Tea,In Stock,1.95
245,2025-10-31,2025-11-05,2025-11-05,0,600,600,Carrier A,CAR002,Warehouse D,Warehouse D,295,SKU656,CU009,Company C,Snack,In Stock,2.87
246,2025-11-01,2025-11-08,2025-11-08,0,277,261,Carrier D,CAR003,Warehouse D,Warehouse G,296,SKU778,CU002,Company A,Beverage,In Stock,3.97
247,2025-11-02,2025-11-07,2025-11-07,0,455,455,Carrier B,CAR002,Warehouse C,Warehouse B,240,SKU839,CU002,Company A,Beverage,In Stock,2.83
248,2025-11-03,2025-11-08,2025-11-10,2,640,591,Carrier E,CAR003,Warehouse F,Warehouse D,161,SKU449,CU002,Company A,Tea,In Stock,3.34
249,2025-11-04,2025-11-09,2025-11-09,0,591,591,Carrier A,CAR004,Warehouse F,Warehouse F,207,SKU933,CU004,Company D,Dairy,In Stock,2.44
250,2025-11-05,2025-11-12,2025-11-12,0,264,250,Carrier A,CAR005,Warehouse D,Warehouse D,298,SKU165,CU009,Company D,Snack,In Stock,2.78
251,2025-11-06,2025-11-12,2025-11-13,0,388,388,Carrier A,CAR004,Warehouse F,Warehouse E,200,SKU652,CU002,Company F,Fruit Juice,In Stock,4.43
252,2025-11-07,2025-11-13,2025-11-13,0,107,61,Carrier A,CAR005,Warehouse C,Warehouse D,164,SKU527,CU006,Company A,Fruit Juice,In Stock,4.47
253,2025-11-08,2025-11-15,2025-11-16,0,397,397,Carrier E,CAR002,Warehouse E,Warehouse C,119,SKU323,CU005,Company D,Coffee,In Stock,3.07
254,2025-11-09,2025-11-14,2025-11-15,1,365,333,Carrier A,CAR005,Warehouse C,Warehouse F,137,SKU747,CU006,Company C,Coffee,In Stock,2.12
255,2025-11-10,2025-11-14,2025-11-16,0,320,320,Carrier E,CAR002,Warehouse C,Warehouse E,289,SKU348,CU003,Company F,Dairy,In Stock,4.16
256,2025-11-11,2025-11-18,2025-11-18,0,263,216,Carrier A,CAR002,Warehouse E,Warehouse F,286,SKU772,CU006,Company B,Dairy,Out of Stock,1.84
257,2025-11-12,2025-11-18,2025-11-18,0,679,679,Carrier D,CAR001,Warehouse A,Warehouse G,175,SKU191,CU005,Company C,Beverage,In Stock,3.94
258,2025-11-13,2025-11-18,2025-11-18,0,692,659,Carrier C,CAR005,Warehouse C,Warehouse B,145,SKU558,CU009,Company D,Fruit Juice,In Stock,1.96
259,2025-11-14,2025-11-21,2025-11-21,0,335,335,Carrier E,CAR005,Warehouse F,Warehouse D,114,SKU241,CU004,Company D,Beverage,In Stock,1.8
260,2025-11-15,2025-11-19,2025-11-21,2,682,667,Carrier C,CAR005,Warehouse F,Warehouse E,113,SKU989,CU005,Company D,Tea,In Stock,2.31
261,2025-11-16,2025-11-19,2025-11-21,0,569,569,Carrier C,CAR005,Warehouse A,Warehouse F,259,SKU986,CU010,Company C,Snack,In Stock,3.56
262,2025-11-17,2025-11-23,2025-11-25,2,574,545,Carrier B,CAR003,Warehouse C,Warehouse G,262,SKU692,CU001,Company B,Fruit Juice,In Stock,2.46
263,2025-11-18,2025-11-22,2025-11-22,0,318,318,Carrier A,CAR001,Warehouse E,Warehouse F,168,SKU420,CU005,Company E,Dairy,Out of Stock,4.11
264,2025-11-19,2025-11-26,2025-11-27,1,431,414,Carrier B,CAR003,Warehouse B,Warehouse B,215,SKU387,CU004,Company D,Dairy,In Stock,3.09
265,2025-11-20,2025-11-24,2025-11-26,0,221,221,Carrier A,CAR002,Warehouse F,Warehouse G,245,SKU968,CU004,Company C,Dairy,In Stock,3.7
266,2025-11-21,2025-11-25,2025-11-27,2,484,484,Carrier A,CAR005,Warehouse D,Warehouse D,284,SKU542,CU002,Company D,Dairy,In Stock,1.63
267,2025-11-22,2025-11-28,2025-11-30,0,156,156,Carrier B,CAR001,Warehouse B,Warehouse C,203,SKU674,CU001,Company C,Tea,In Stock,4.37
268,2025-11-23,2025-11-28,2025-11-29,1,299,258,Carrier E,CAR001,Warehouse A,Warehouse G,249,SKU840,CU005,Company F,Tea,In Stock,4.01
269,2025-11-24,2025-11-27,2025-11-29,0,92,92,Carrier E,CAR004,Warehouse F,Warehouse F,175,SKU649,CU002,Company D,Tea,In Stock,3.26
270,2025-11-25,2025-12-01,2025-12-03,2,581,535,Carrier A,CAR003,Warehouse E,Warehouse G,256,SKU517,CU005,Company B,Snack,In Stock,3.93
271,2025-11-26,2025-11-30,2025-12-01,0,683,683,Carrier B,CAR001,Warehouse E,Warehouse C,219,SKU402,CU007,Company F,Tea,In Stock,2.75
272,2025-11-27,2025-11-30,2025-12-02,2,167,131,Carrier E,CAR001,Warehouse A,Warehouse F,112,SKU289,CU005,Company A,Coffee,In Stock,4.04
273,2025-11-28,2025-12-03,2025-12-04,0,605,605,Carrier D,CAR002,Warehouse A,Warehouse G,237,SKU273,CU003,Company B,Tea,In Stock,3.45
274,2025-11-29,2025-12-05,2025-12-06,1,353,321,Carrier D,CAR005,Warehouse F,Warehouse F,160,SKU766,CU005,Company B,Fruit Juice,In Stock,2.58
275,2025-11-30,2025-12-04,2025-12-05,0,373,373,Carrier C,CAR002,Warehouse E,Warehouse F,237,SKU798,CU008,Company E,Snack,In Stock,1.76
276,2025-12-01,2025-12-06,2025-12-08,2,399,386,Carrier D,CAR002,Warehouse C,Warehouse C,144,SKU264,CU002,Company A,Fruit Juice,In Stock,2.71
277,2025-12-02,2025-12-06,2025-12-06,0,610,610,Carrier B,CAR001,Warehouse A,Warehouse C,157,SKU124,CU008,Company A,Fruit Juice,In Stock,3.65
278,2025-12-03,2025-12-08,2025-12-10,2,367,352,Carrier A,CAR001,Warehouse F,Warehouse C,165,SKU484,CU004,Company B,Coffee,In Stock,4.1
279,2025-12-04,2025-12-11,2025-12-13,0,351,351,Carrier B,CAR003,Warehouse E,Warehouse D,272,SKU344,CU008,Company B,Snack,In Stock,2.34
280,2025-12-05,2025-12-11,2025-12-11,0,663,638,Carrier C,CAR002,Warehouse F,Warehouse D,266,SKU288,CU008,Company B,Beverage,In Stock,3.22
281,2025-12-06,2025-12-10,2025-12-10,0,355,355,Carrier B,CAR002,Warehouse F,Warehouse D,247,SKU926,CU002,Company B,Snack,In Stock,3.91
282,2025-12-07,2025-12-13,2025-12-15,2,656,651,Carrier C,CAR001,Warehouse C,Warehouse F,266,SKU879,CU006,Company D,Fruit Juice,In Stock,3.13
283,2025-12-08,2025-12-12,2025-12-12,0,524,524,Carrier E,CAR002,Warehouse A,Warehouse E,290,SKU834,CU006,Company F,Snack,In Stock,2.8
284,2025-12-09,2025-12-13,2025-12-15,2,271,240,Carrier D,CAR004,Warehouse A,Warehouse E,213,SKU544,CU002,Company B,Dairy,Out of Stock,3.78
285,2025-12-10,2025-12-16,2025-12-16,0,234,234,Carrier D,CAR001,Warehouse B,Warehouse C,231,SKU136,CU009,Company F,Beverage,In Stock,3.19
286,2025-12-11,2025-12-15,2025-12-17,2,250,224,Carrier E,CAR001,Warehouse B,Warehouse G,127,SKU550,CU006,Company D,Coffee,In Stock,4.02
287,2025-12-12,2025-12-15,2025-12-17,0,433,433,Carrier C,CAR005,Warehouse B,Warehouse E,212,SKU434,CU005,Company E,Fruit Juice,In Stock,4.27
288,2025-12-13,2025-12-16,2025-12-16,0,334,322,Carrier B,CAR002,Warehouse C,Warehouse F,140,SKU814,CU009,Company A,Beverage,In Stock,3.16
289,2025-12-14,2025-12-20,2025-12-21,0,99,99,Carrier E,CAR004,Warehouse D,Warehouse E,113,SKU735,CU007,Company D,Coffee,In Stock,3.13
290,2025-12-15,2025-12-20,2025-12-21,1,360,330,Carrier E,CAR004,Warehouse D,Warehouse F,224,SKU176,CU003,Company F,Snack,In Stock,3.06
291,2025-12-16,2025-12-20,2025-12-21,0,282,282,Carrier B,CAR001,Warehouse F,Warehouse F,228,SKU891,CU010,Company A,Snack,Out of Stock,3.43
292,2025-12-17,2025-12-22,2025-12-24,2,161,157,Carrier C,CAR004,Warehouse F,Warehouse E,232,SKU354,CU003,Company C,Tea,In Stock,2.66
293,2025-12-18,2025-12-22,2025-12-23,0,365,365,Carrier C,CAR002,Warehouse D,Warehouse C,244,SKU331,CU009,Company A,Beverage,In Stock,2.35
294,2025-12-19,2025-12-25,2025-12-26,1,695,683,Carrier E,CAR004,Warehouse C,Warehouse E,188,SKU443,CU007,Company F,Snack,In Stock,2.76
295,2025-12-20,2025-12-24,2025-12-25,0,653,653,Carrier A,CAR002,Warehouse D,Warehouse D,254,SKU202,CU003,Company F,Beverage,In Stock,2.68
296,2025-12-21,2025-12-27,2025-12-27,0,308,289,Carrier D,CAR003,Warehouse D,Warehouse G,110,SKU742,CU005,Company F,Beverage,In Stock,3.17
297,2025-12-22,2025-12-29,2025-12-30,0,99,99,Carrier C,CAR001,Warehouse D,Warehouse D,261,SKU877,CU004,Company F,Fruit Juice,In Stock,2.61
298,2025-12-23,2025-12-28,2025-12-30,2,666,646,Carrier E,CAR001,Warehouse F,Warehouse C,125,SKU631,CU008,Company D,Fruit Juice,In Stock,2.35
299,2025-12-24,2025-12-29,2025-12-29,0,610,610,Carrier B,CAR002,Warehouse C,Warehouse D,284,SKU271,CU007,Company C,Coffee,In Stock,2.02
300,2025-12-25,2025-12-30,2025-12-31,1,622,610,Carrier B,CAR003,Warehouse D,Warehouse D,134,SKU523,CU006,Company C,Tea,Out of Stock,4.45
301,2025-12-26,2026-01-02,2026-01-02,0,548,548,Carrier D,CAR003,Warehouse E,Warehouse G,175,SKU574,CU008,Company F,Dairy,In Stock,1.63
302,2025-12-27,2025-12-31,2025-12-31,0,477,448,Carrier A,CAR004,Warehouse C,Warehouse C,107,SKU916,CU009,Company D,Beverage,In Stock,2.09
303,2025-12-28,2026-01-01,2026-01-01,0,116,116,Carrier A,CAR002,Warehouse F,Warehouse C,290,SKU434,CU007,Company D,Tea,In Stock,4.39
304,2025-12-29,2026-01-03,2026-01-04,1,105,85,Carrier B,CAR004,Warehouse B,Warehouse C,193,SKU177,CU010,Company E,Beverage,In Stock,4.12
305,2025-12-30,2026-01-06,2026-01-07,0,583,583,Carrier E,CAR004,Warehouse B,Warehouse D,268,SKU953,CU006,Company A,Tea,In Stock,3.38
306,2025-12-31,2026-01-07,2026-01-07,0,430,380,Carrier D,CAR001,Warehouse A,Warehouse B,159,SKU186,CU010,Company F,Tea,In Stock,3.9
307,2026-01-01,2026-01-08,2026-01-09,0,381,381,Carrier C,CAR001,Warehouse B,Warehouse D,144,SKU382,CU010,Company D,Coffee,In Stock,3.45
308,2026-01-02,2026-01-05,2026-01-05,0,659,658,Carrier D,CAR005,Warehouse A,Warehouse F,205,SKU434,CU002,Company E,Fruit Juice,In Stock,3.85
309,2026-01-03,2026-01-09,2026-01-11,0,213,213,Carrier B,CAR002,Warehouse A,Warehouse D,285,SKU657,CU004,Company E,Coffee,In Stock,4.12
310,2026-01-04,2026-01-09,2026-01-11,2,436,424,Carrier C,CAR005,Warehouse F,Warehouse E,177,SKU896,CU009,Company F,Snack,In Stock,3.25
311,2026-01-05,2026-01-12,2026-01-14,0,202,202,Carrier C,CAR002,Warehouse F,Warehouse F,300,SKU674,CU001,Company B,Fruit Juice,In Stock,3.21
312,2026-01-06,2026-01-13,2026-01-14,1,286,279,Carrier D,CAR001,Warehouse F,Warehouse G,279,SKU576,CU008,Company D,Coffee,In Stock,2.85
313,2026-01-07,2026-01-13,2026-01-13,0,488,488,Carrier D,CAR002,Warehouse F,Warehouse C,154,SKU579,CU004,Company A,Tea,In Stock,3.93
314,2026-01-08,2026-01-15,2026-01-15,0,690,649,Carrier B,CAR001,Warehouse A,Warehouse B,212,SKU317,CU001,Company E,Fruit Juice,In Stock,1.87
315,2026-01-09,2026-01-13,2026-01-15,0,554,554,Carrier A,CAR004,Warehouse E,Warehouse C,145,SKU952,CU009,Company B,Coffee,In Stock,1.85
316,2026-01-10,2026-01-15,2026-01-17,2,396,389,Carrier E,CAR002,Warehouse A,Warehouse D,284,SKU627,CU005,Company F,Snack,In Stock,2.29
317,2026-01-11,2026-01-14,2026-01-16,0,579,579,Carrier B,CAR002,Warehouse D,Warehouse D,289,SKU761,CU006,Company F,Snack,In Stock,3.87
318,2026-01-12,2026-01-16,2026-01-17,1,352,322,Carrier B,CAR004,Warehouse A,Warehouse D,246,SKU254,CU002,Company E,Dairy,In Stock,3.79
319,2026-01-13,2026-01-20,2026-01-22,0,205,205,Carrier C,CAR002,Warehouse A,Warehouse F,297,SKU337,CU001,Company B,Dairy,In Stock,2.59
320,2026-01-14,2026-01-17,2026-01-17,0,695,684,Carrier A,CAR003,Warehouse B,Warehouse G,209,SKU505,CU005,Company E,Coffee,In Stock,4.38
321,2026-01-15,2026-01-19,2026-01-20,0,595,595,Carrier A,CAR005,Warehouse B,Warehouse C,141,SKU820,CU008,Company F,Coffee,In Stock,1.93
322,2026-01-16,2026-01-21,2026-01-23,2,159,129,Carrier C,CAR001,Warehouse B,Warehouse D,254,SKU484,CU004,Company A,Dairy,In Stock,3.56
323,2026-01-17,2026-01-21,2026-01-23,0,561,561,Carrier B,CAR005,Warehouse C,Warehouse B,267,SKU854,CU002,Company D,Coffee,In Stock,3.17
324,2026-01-18,2026-01-22,2026-01-23,1,166,162,Carrier B,CAR005,Warehouse A,Warehouse E,204,SKU312,CU010,Company D,Fruit Juice,In Stock,3.52
325,2026-01-19,2026-01-26,2026-01-26,0,113,113,Carrier A,CAR005,Warehouse A,Warehouse F,177,SKU604,CU003,Company F,Dairy,In Stock,3.43
326,2026-01-20,2026-01-26,2026-01-27,1,478,438,Carrier B,CAR005,Warehouse A,Warehouse B,284,SKU481,CU008,Company C,Coffee,In Stock,3.48
